Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,WHH,WHD,WHA,HomeTeamLP,AwayTeamLP,MW,Sezon,H2H_Home,H2H_Away,H2H_Home_pts,H2H_Away_pts
2006-03-19,Lecce,Parma,1,2,A,20,33,46,48,0,3,L,W,L,D,D,W,W,L,W,D,2.4,2.9,2.75,11.0,17.0,33,6,LDL,WDW,1,7
2006-03-19,Reggina,Empoli,0,2,A,29,30,47,51,0,3,L,W,D,D,L,W,L,D,L,L,1.8,3.0,4.2,13.0,18.0,33,6,DWL,DLW,4,4
2006-03-19,Roma,Messina,2,1,H,54,27,29,40,0,3,L,D,W,W,W,W,L,L,D,L,1.36,3.75,8.0,8.0,7.0,33,6,LWW,WLL,6,3
2006-03-19,Sampdoria,Palermo,0,2,A,42,38,38,42,0,3,L,L,L,L,W,W,L,L,D,W,1.9,3.0,3.75,5.0,6.0,34,6,LWW,WLL,6,3
2006-03-19,Udinese,Milan,0,4,A,28,63,44,24,0,1,L,D,L,L,D,D,W,W,W,W,4.5,3.2,1.7,4.0,2.0,34,6,LDL,WDW,1,7
2006-03-22,Cagliari,Fiorentina,0,0,D,32,51,43,31,3,3,W,W,D,L,D,W,W,W,L,L,3.0,2.37,2.7,12.0,16.0,34,6,LWL,WLW,3,6
2006-03-26,Ascoli,Chievo,2,2,D,32,42,37,35,0,3,L,W,D,W,W,W,L,D,D,D,2.3,2.62,3.2,18.0,15.0,34,6,D,D,1,1
2006-03-26,Cagliari,Reggina,0,2,A,32,29,43,49,1,0,D,W,W,D,L,L,L,W,D,D,1.9,2.87,4.0,12.0,13.0,34,6,LDL,WDW,1,7
2006-03-26,Empoli,Livorno,2,1,H,32,31,51,32,3,0,W,W,L,D,L,L,L,L,D,D,2.4,2.75,2.9,18.0,9.0,34,6,L,W,0,3
2006-03-25,Juventus,Roma,1,1,D,60,56,19,30,3,3,W,D,W,W,D,W,L,D,W,W,1.8,3.1,4.0,1.0,8.0,34,6,WWW,LLL,9,0
2006-03-26,Lazio,Sampdoria,2,0,H,39,42,39,40,0,0,L,W,D,L,W,L,L,L,L,L,1.83,3.0,4.0,10.0,5.0,34,6,WLL,LWW,3,6
2006-03-26,Messina,Udinese,1,1,D,28,28,42,48,0,0,L,W,L,L,D,L,L,D,L,L,2.2,2.8,3.2,7.0,4.0,34,6,DWL,DLW,4,4
2006-03-25,Milan,Fiorentina,3,1,H,67,51,24,31,3,1,W,D,W,W,W,D,W,W,W,L,1.6,3.0,6.0,2.0,16.0,35,6,WWL,LLW,6,3
2006-03-26,Palermo,Treviso,1,0,H,40,17,42,44,3,0,W,W,L,L,D,L,L,L,D,L,1.3,4.5,7.5,6.0,18.0,35,6,D,D,1,1
2006-03-25,Parma,Inter,1,0,H,35,56,49,23,3,3,W,W,W,L,W,W,W,D,W,D,3.75,3.0,1.9,17.0,3.0,35,6,DDL,DDW,2,5
2006-03-26,Siena,Lecce,1,2,A,35,21,47,48,0,0,L,W,L,W,W,L,L,W,L,D,1.53,3.5,5.5,14.0,11.0,35,6,DDL,DDW,2,5
2006-01-04,Inter,Messina,3,0,H,56,29,24,43,0,1,L,W,W,D,W,D,L,W,L,L,1.25,4.5,10.0,3.0,7.0,35,6,WLW,LWL,6,3
2006-01-04,Lecce,Milan,1,0,H,23,70,49,25,3,3,W,L,L,W,L,W,W,D,W,W,6.0,3.75,1.44,11.0,2.0,35,6,LDL,WDW,1,7
2006-01-04,Treviso,Juventus,0,0,D,17,61,45,20,0,1,L,L,L,L,D,D,W,D,W,W,8.0,4.33,1.3,18.0,1.0,35,6,L,W,0,3
2006-02-04,Chievo,Livorno,2,1,H,44,32,37,34,1,0,D,W,L,D,D,L,L,L,L,D,1.9,2.7,4.33,15.0,9.0,35,6,WWD,LLD,7,1
2006-02-04,Fiorentina,Roma,1,1,D,52,57,34,31,0,1,L,D,W,W,W,D,W,L,D,W,2.2,2.87,3.1,16.0,8.0,35,6,LLD,WWD,1,7
2006-02-04,Lazio,Empoli,3,3,D,41,34,39,52,3,3,W,L,W,D,L,W,W,W,L,D,1.57,3.3,5.5,10.0,18.0,36,6,DWW,DLL,7,1
2006-02-04,Palermo,Ascoli,1,1,D,41,34,42,39,3,1,W,W,W,L,L,D,L,W,D,W,1.66,3.1,5.0,6.0,18.0,36,6,D,D,1,1
2006-02-04,Reggina,Siena,1,1,D,31,36,49,49,3,0,W,L,L,W,D,L,L,W,L,W,2.37,2.1,4.33,13.0,14.0,36,6,DDD,DDD,3,3
2006-02-04,Sampdoria,Cagliari,1,1,D,42,32,42,45,0,0,L,L,L,L,L,L,D,W,W,D,1.9,2.75,4.2,5.0,12.0,36,6,DDL,DDW,2,5
2006-02-04,Udinese,Parma,2,0,H,29,36,49,49,1,3,D,L,L,D,L,W,W,W,W,L,1.8,3.1,4.0,4.0,17.0,36,6,WLW,LWL,6,3
2006-08-04,Ascoli,Inter,1,2,A,35,59,40,24,1,3,D,D,L,W,D,W,L,W,W,D,4.33,3.2,1.72,18.0,3.0,36,6,L,W,0,3
2006-08-04,Livorno,Udinese,0,2,A,33,31,36,49,0,3,L,L,L,L,L,W,D,L,L,D,2.6,2.4,3.1,9.0,4.0,36,6,LDW,WDL,4,4
2006-09-04,Cagliari,Palermo,1,1,D,33,42,46,43,1,1,D,L,D,W,W,D,W,W,W,L,2.25,2.62,3.3,12.0,6.0,36,6,LDD,WDD,2,5
2006-09-04,Empoli,Sampdoria,2,1,H,37,43,55,43,1,1,D,W,W,W,L,D,L,L,L,L,2.37,2.5,3.3,18.0,5.0,36,6,LDL,WDW,1,7
2006-09-04,Juventus,Fiorentina,1,1,D,61,53,20,35,1,1,D,D,W,D,W,D,L,D,W,W,1.66,3.1,5.0,1.0,16.0,37,6,WDW,LDL,7,1
2006-09-04,Messina,Treviso,3,1,H,29,17,46,45,0,1,L,D,L,W,L,D,L,L,L,L,1.2,5.0,11.0,7.0,18.0,37,6,D,D,1,1
2006-09-04,Milan,Chievo,4,1,H,70,46,26,38,0,3,L,W,W,D,W,W,D,W,L,D,1.28,4.33,8.5,2.0,15.0,37,6,WWL,LLW,6,3
2006-09-04,Parma,Reggina,4,0,H,36,32,51,50,0,1,L,W,W,W,W,D,W,L,L,W,3.4,1.5,6.0,17.0,13.0,37,6,WWL,LLW,6,3
2006-09-04,Roma,Lecce,3,1,H,58,24,32,49,1,3,D,D,W,L,D,W,W,L,L,W,1.25,5.0,8.0,8.0,11.0,37,6,DDD,DDD,3,3
2006-09-04,Siena,Lazio,2,3,A,37,44,50,42,1,1,D,L,L,W,L,D,W,L,W,D,2.87,2.25,3.0,14.0,10.0,37,6,DWL,DLW,4,4
2006-04-14,Milan,Inter,1,0,H,74,61,27,25,3,3,W,L,W,W,D,W,W,L,W,W,2.25,2.87,3.0,2.0,3.0,37,6,DWL,DLW,4,4
2006-04-15,Cagliari,Juventus,1,1,D,34,62,47,21,1,1,D,D,L,D,W,D,D,D,W,D,3.8,2.87,1.95,12.0,1.0,37,6,DLL,DWW,1,7
2006-04-15,Chievo,Messina,2,0,H,47,32,42,47,0,3,L,W,D,W,L,W,L,D,L,W,1.8,3.25,3.8,15.0,7.0,37,6,DWL,DLW,4,4
2006-04-15,Empoli,Siena,2,1,H,39,39,56,53,3,0,W,D,W,W,W,L,D,L,L,W,2.75,1.66,6.0,18.0,14.0,38,6,LWL,WLW,3,6
2006-04-15,Lazio,Livorno,3,1,H,47,33,44,38,3,0,W,D,W,L,W,L,L,L,L,L,1.53,3.25,6.0,10.0,9.0,38,6,LWL,WLW,3,6
2006-04-15,Lecce,Udinese,1,2,A,25,33,52,49,0,3,L,W,W,L,L,W,W,D,L,L,3.0,2.87,2.25,11.0,4.0,38,6,LLW,WWL,3,6
2006-04-15,Palermo,Roma,3,3,D,43,61,44,33,1,3,D,D,W,W,W,W,D,D,W,L,3.0,3.0,2.2,6.0,8.0,38,6,DWW,DLL,7,1
2006-04-15,Reggina,Ascoli,2,0,H,32,36,54,42,0,0,L,D,W,L,L,L,D,D,L,W,1.8,2.5,6.0,13.0,18.0,38,6,D,D,1,1
2006-04-15,Sampdoria,Parma,1,2,A,44,40,45,51,0,3,L,D,L,L,L,W,L,W,W,W,2.0,2.25,5.5,5.0,17.0,38,6,WDD,LDD,5,2
2006-04-15,Treviso,Fiorentina,1,3,A,18,54,48,36,0,1,L,D,L,L,L,D,D,L,D,W,11.0,5.0,1.2,18.0,16.0,38,6,L,W,0,3
2006-04-22,Ascoli,Cagliari,2,2,D,36,35,44,48,0,1,L,L,D,D,L,D,D,D,L,D,2.6,2.0,4.2,18.0,12.0,38,6,L,W,0,3
2006-04-22,Fiorentina,Empoli,2,1,H,57,41,37,57,3,3,W,D,D,L,D,W,W,D,W,W,1.22,5.0,9.5,16.0,18.0,38,6,D,D,1,1
2006-04-22,Inter,Reggina,4,0,H,61,34,26,54,0,3,L,W,W,L,W,W,L,D,W,L,1.22,5.0,9.5,3.0,13.0,39,6,DDW,DDL,5,2
2006-04-22,Juventus,Lazio,1,1,D,63,50,22,45,1,3,D,D,D,D,W,W,W,D,W,L,1.53,3.3,6.0,1.0,10.0,39,6,WWD,LLD,7,1
2006-04-22,Lecce,Treviso,1,1,D,26,19,54,51,0,0,L,L,W,W,L,L,L,D,L,L,1.61,3.4,4.8,11.0,18.0,39,6,L,W,0,3
2006-04-22,Livorno,Palermo,3,1,H,34,46,41,47,0,1,L,L,L,L,L,D,D,D,W,W,2.8,2.87,2.37,9.0,6.0,39,6,WDW,LDL,7,1
2006-04-22,Messina,Milan,1,3,A,32,75,49,27,0,3,L,W,L,D,L,W,W,L,W,W,4.0,3.0,1.83,7.0,2.0,39,6,WLL,LWW,3,6
2006-04-22,Parma,Siena,1,1,D,42,40,52,55,3,0,W,W,L,W,W,L,L,D,L,L,2.5,2.1,4.0,17.0,14.0,39,6,WDD,LDD,5,2
2006-04-22,Roma,Sampdoria,0,0,D,64,45,36,47,1,0,D,W,D,D,W,L,L,D,L,L,1.3,4.33,8.0,8.0,5.0,39,6,DLD,DWD,2,5
2006-04-22,Udinese,Chievo,1,1,D,35,49,50,42,3,3,W,W,W,D,L,W,L,W,D,W,2.5,2.05,4.2,4.0,15.0,39,6,DWL,DLW,4,4
2006-04-30,Cagliari,Parma,3,1,H,37,43,50,53,1,1,D,D,D,D,L,D,W,W,L,W,1.33,4.0,8.0,12.0,17.0,39,6,WLL,LWW,3,6
2006-04-30,Chievo,Roma,4,4,D,50,64,43,36,1,1,D,W,L,W,D,D,D,W,D,D,3.0,2.87,2.25,15.0,8.0,40,6,DDL,DDW,2,5
2006-04-30,Empoli,Inter,1,0,H,42,65,59,26,0,3,L,W,W,D,W,W,L,W,W,L,4.5,3.1,1.72,18.0,3.0,40,6,WLL,LWW,3,6
2006-04-30,Lazio,Lecce,1,0,H,51,27,46,55,1,1,D,W,W,D,W,D,L,L,W,W,1.14,5.5,15.0,10.0,11.0,40,6,DLD,DWD,2,5
2006-04-30,Milan,Livorno,2,0,H,78,37,28,42,3,3,W,W,W,L,W,W,L,L,L,L,1.2,5.0,11.0,2.0,9.0,40,6,DLW,DWL,4,4
2006-04-30,Palermo,Fiorentina,1,0,H,47,59,50,38,0,3,L,D,D,D,W,W,W,D,D,L,3.3,2.87,2.1,6.0,16.0,40,6,DWL,DLW,4,4
2006-04-30,Reggina,Messina,3,0,H,34,33,58,52,0,0,L,W,L,D,W,L,L,W,L,D,1.95,3.0,3.6,13.0,7.0,40,6,LLD,WWD,1,7
2006-04-30,Sampdoria,Udinese,1,1,D,45,36,47,51,1,1,D,L,L,D,L,D,W,W,W,D,3.2,1.66,4.8,5.0,4.0,40,6,WDL,LDW,4,4
2006-04-30,Siena,Juventus,0,3,A,41,64,56,23,1,1,D,L,L,D,L,D,D,D,D,D,7.5,3.6,1.4,14.0,1.0,40,6,LLL,WWW,0,9
2006-04-30,Treviso,Ascoli,2,2,D,20,38,52,46,1,1,D,L,L,D,L,D,L,L,D,D,4.2,2.15,2.37,18.0,18.0,40,6,L,W,0,3
2006-07-05,Ascoli,Lazio,1,4,A,40,52,48,46,1,3,D,D,L,L,D,W,D,W,W,D,2.9,2.5,2.62,18.0,10.0,41,6,L,W,0,3
2006-07-05,Fiorentina,Reggina,5,2,H,59,37,39,58,0,3,L,W,W,D,D,W,L,W,L,D,1.07,7.0,19.0,16.0,13.0,41,6,WWD,LLD,7,1
2006-07-05,Inter,Siena,1,1,D,65,41,27,59,0,0,L,W,L,W,W,L,D,L,L,D,1.36,3.4,10.0,3.0,14.0,41,6,DWD,DLD,5,2
2006-07-05,Juventus,Palermo,2,1,H,67,48,23,50,3,3,W,D,D,D,D,W,L,D,D,D,1.14,5.5,15.0,1.0,6.0,41,6,DLW,DWL,4,4
2006-07-05,Lecce,Chievo,0,0,D,27,54,56,47,0,1,L,D,L,L,W,D,D,W,L,W,6.0,2.8,1.66,11.0,15.0,41,6,LWL,WLW,3,6
2006-07-05,Livorno,Sampdoria,0,0,D,37,46,44,48,0,1,L,W,L,L,L,D,D,L,L,D,2.25,2.25,4.2,9.0,5.0,41,6,LWW,WLL,6,3
2006-07-05,Messina,Empoli,1,2,A,33,43,55,59,0,3,L,L,L,W,L,W,L,W,W,D,2.37,2.5,3.3,7.0,18.0,41,6,W,L,3,0
2006-07-05,Parma,Milan,2,3,A,44,80,56,28,0,3,L,D,W,W,L,W,W,W,W,L,8.5,4.2,1.3,17.0,2.0,41,6,LLL,WWW,0,9
2006-07-05,Roma,Treviso,1,0,H,68,22,40,54,1,1,D,D,D,W,D,D,D,L,L,D,1.1,6.5,15.0,8.0,18.0,41,6,W,L,3,0
2006-07-05,Udinese,Cagliari,2,0,H,37,40,52,51,1,3,D,D,W,W,W,W,D,D,D,D,1.72,2.75,5.5,4.0,12.0,42,6,WDL,LDW,4,4
2006-05-14,Cagliari,Inter,2,2,D,40,66,53,28,0,1,L,W,D,D,D,D,L,W,L,W,3.0,2.7,2.37,12.0,3.0,42,6,DLL,DWW,1,7
2006-05-14,Chievo,Fiorentina,0,2,A,54,64,47,41,1,3,D,D,D,W,L,W,L,W,W,D,9.0,3.1,1.44,15.0,16.0,42,6,LLL,WWW,0,9
2006-05-14,Empoli,Ascoli,1,2,A,45,41,60,52,3,0,W,W,L,W,W,L,D,D,L,L,1.8,2.6,5.5,18.0,18.0,42,6,L,W,0,3
2006-05-14,Lazio,Parma,1,0,H,56,46,47,59,3,0,W,W,D,W,W,L,L,D,W,W,1.83,2.62,5.0,10.0,17.0,42,6,LWD,WLD,4,4
2006-05-14,Milan,Roma,2,1,H,83,69,30,40,3,3,W,W,W,W,W,W,D,D,D,W,1.57,3.6,4.8,2.0,8.0,42,6,DWL,DLW,4,4
2006-05-14,Palermo,Messina,1,0,H,49,34,52,57,0,0,L,W,L,D,D,L,L,L,L,W,1.4,3.5,8.0,6.0,7.0,42,6,DWD,DLD,5,2
2006-05-14,Reggina,Juventus,0,2,A,39,69,63,24,0,3,L,W,L,W,L,W,W,D,D,D,21.0,3.6,1.25,13.0,1.0,42,6,WLL,LWW,3,6
2006-05-14,Sampdoria,Lecce,1,3,A,46,27,48,56,1,1,D,D,D,L,L,D,L,D,L,L,1.66,2.62,7.0,5.0,11.0,42,6,WWW,LLL,9,0
2006-05-14,Siena,Livorno,0,0,D,42,37,60,44,1,1,D,L,D,L,L,D,L,W,L,L,2.25,2.3,4.0,14.0,9.0,43,6,DWD,DLD,5,2
2006-05-14,Treviso,Udinese,2,1,H,22,39,55,52,0,3,L,D,D,L,L,W,D,D,W,W,3.5,2.37,2.37,18.0,4.0,43,6,D,D,1,1
2006-09-09,Fiorentina,Inter,2,3,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.8,2.87,2.4,4.0,3.0,1,7,LLW,WWL,3,6
2006-09-09,Roma,Livorno,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.44,3.25,8.0,5.0,9.0,1,7,WDW,LDL,7,1
2006-10-09,Atalanta,Ascoli,3,1,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.9,3.0,3.75,18.0,12.0,1,7,ND,ND,1,1
2006-10-09,Cagliari,Catania,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.8,3.0,4.2,16.0,18.0,1,7,ND,ND,1,1
2006-10-09,Chievo,Siena,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.72,3.1,4.5,7.0,17.0,1,7,WWW,LLL,9,0
2006-10-09,Messina,Udinese,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.62,2.9,2.5,18.0,13.0,1,7,WLD,LWD,4,4
2006-10-09,Milan,Lazio,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.4,3.6,7.5,2.0,6.0,1,7,WWD,LLD,7,1
2006-10-09,Palermo,Reggina,4,3,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.5,3.4,6.0,8.0,15.0,1,7,DWD,DLD,5,2
2006-10-09,Sampdoria,Empoli,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.6,3.0,6.0,14.0,11.0,1,7,DWL,DLW,4,4
2006-10-09,Torino,Parma,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.95,3.0,3.6,18.0,10.0,2,7,WLL,LWW,3,6
2006-09-16,Inter,Sampdoria,1,1,D,3,1,2,2,3,0,W,M,M,M,M,L,M,M,M,M,1.25,4.5,10.0,3.0,14.0,2,7,WDW,LDL,7,1
2006-09-16,Reggina,Cagliari,2,1,H,3,0,4,1,0,0,L,M,M,M,M,L,M,M,M,M,2.3,3.0,2.8,15.0,16.0,2,7,DWW,DLL,7,1
2006-09-17,Ascoli,Messina,1,1,D,1,1,3,0,0,3,L,M,M,M,M,W,M,M,M,M,2.1,3.0,3.2,12.0,18.0,2,7,DW,DL,4,1
2006-09-17,Catania,Atalanta,0,0,D,1,3,0,1,3,3,W,M,M,M,M,W,M,M,M,M,2.25,2.87,3.0,18.0,18.0,2,7,ND,ND,1,1
2006-09-17,Empoli,Chievo,1,1,D,2,1,1,2,3,0,W,M,M,M,M,L,M,M,M,M,2.2,2.87,3.1,11.0,7.0,2,7,DDW,DDL,5,2
2006-09-17,Lazio,Palermo,1,2,A,1,4,2,3,0,3,L,M,M,M,M,W,M,M,M,M,2.0,3.0,3.4,6.0,8.0,2,7,DWL,DLW,4,4
2006-09-17,Livorno,Fiorentina,1,0,H,0,2,2,3,0,0,L,M,M,M,M,L,M,M,M,M,2.9,2.9,2.3,9.0,4.0,2,7,WLW,LWL,6,3
2006-09-17,Parma,Milan,0,2,A,1,2,1,1,1,3,D,M,M,M,M,W,M,M,M,M,6.0,3.4,1.5,10.0,2.0,2,7,LLL,WWW,0,9
2006-09-17,Siena,Roma,1,3,A,2,2,1,0,3,3,W,M,M,M,M,W,M,M,M,M,3.75,3.0,1.9,17.0,5.0,3,7,WWL,LLW,6,3
2006-09-17,Udinese,Torino,2,0,H,0,1,1,1,0,1,L,M,M,M,M,D,M,M,M,M,1.9,3.0,3.75,13.0,18.0,3,7,LDW,WDL,4,4
2006-09-20,Atalanta,Empoli,0,0,D,3,3,1,2,4,4,D,W,M,M,M,D,W,M,M,M,2.0,3.0,3.4,18.0,11.0,3,7,DD,DD,2,2
2006-09-20,Cagliari,Livorno,2,2,D,1,1,3,2,0,3,L,L,M,M,M,W,L,M,M,M,2.25,3.0,2.87,16.0,9.0,3,7,DDW,DDL,5,2
2006-09-20,Chievo,Lazio,0,1,A,2,2,3,4,1,0,D,L,M,M,M,L,L,M,M,M,2.37,3.0,2.7,7.0,6.0,3,7,LDD,WDD,2,5
2006-09-20,Fiorentina,Parma,1,0,H,2,1,4,3,0,1,L,L,M,M,M,L,D,M,M,M,1.53,3.5,5.5,4.0,10.0,3,7,WWW,LLL,9,0
2006-09-20,Messina,Reggina,2,0,H,2,5,1,5,4,3,D,W,M,M,M,W,L,M,M,M,1.9,3.0,3.75,18.0,15.0,3,7,WDL,LDW,4,4
2006-09-20,Milan,Ascoli,1,0,H,4,2,1,4,6,1,W,W,M,M,M,D,L,M,M,M,1.14,5.5,15.0,2.0,12.0,3,7,DW,DL,4,1
2006-09-20,Palermo,Catania,5,3,H,6,1,4,0,6,4,W,W,M,M,M,D,W,M,M,M,1.4,3.6,7.5,8.0,18.0,3,7,ND,ND,1,1
2006-09-20,Roma,Inter,0,1,A,5,4,1,3,6,4,W,W,M,M,M,D,W,M,M,M,2.5,2.9,2.62,5.0,3.0,4,7,LWD,WLD,4,4
2006-09-20,Sampdoria,Udinese,3,3,D,2,2,3,1,1,3,D,L,M,M,M,W,L,M,M,M,2.05,3.0,3.3,14.0,13.0,4,7,DLD,DWD,2,5
2006-09-20,Torino,Siena,1,2,A,1,3,3,4,1,3,L,D,M,M,M,L,W,M,M,M,1.9,3.1,3.6,18.0,17.0,4,7,ND,ND,1,1
2006-09-23,Catania,Messina,2,2,D,4,4,5,1,4,7,L,D,W,M,M,W,D,W,M,M,2.25,2.87,3.0,18.0,18.0,4,7,ND,ND,1,1
2006-09-23,Livorno,Milan,0,0,D,3,5,4,1,4,9,D,W,L,M,M,W,W,W,M,M,5.0,3.3,1.61,9.0,2.0,4,7,WLL,LWW,3,6
2006-09-24,Ascoli,Sampdoria,1,1,D,2,5,5,6,1,2,L,D,L,M,M,D,D,L,M,M,2.5,2.9,2.62,12.0,14.0,4,7,WW,LL,6,0
2006-09-24,Empoli,Palermo,2,0,H,3,11,2,7,5,9,D,D,W,M,M,W,W,W,M,M,2.62,2.9,2.5,11.0,8.0,4,7,DL,DW,1,4
2006-09-24,Inter,Chievo,4,3,H,5,2,3,4,7,1,W,D,W,M,M,L,D,L,M,M,1.25,4.5,10.0,3.0,7.0,4,7,DWW,DLL,7,1
2006-09-24,Lazio,Atalanta,1,0,H,3,3,4,1,3,5,W,L,L,M,M,D,D,W,M,M,1.66,3.1,5.0,6.0,18.0,4,7,DDW,DDL,5,2
2006-09-24,Parma,Roma,0,4,A,1,5,4,2,1,6,L,L,D,M,M,L,W,W,M,M,3.5,3.1,1.95,10.0,5.0,5,7,WLL,LWW,3,6
2006-09-24,Reggina,Torino,1,1,D,5,2,7,5,3,1,L,W,L,M,M,L,L,D,M,M,2.2,3.0,3.0,15.0,18.0,5,7,WL,LW,3,3
2006-09-24,Siena,Cagliari,0,0,D,5,3,5,5,6,1,W,L,W,M,M,D,L,L,M,M,1.83,3.0,4.0,17.0,16.0,5,7,DWL,DLW,4,4
2006-09-24,Udinese,Fiorentina,1,0,H,5,3,4,4,4,3,D,W,L,M,M,W,L,L,M,M,2.5,2.9,2.62,13.0,4.0,5,7,DLD,DWD,2,5
2006-09-30,Atalanta,Reggina,1,1,D,3,6,2,8,0,1,L,D,D,W,M,D,L,W,L,M,1.83,3.0,4.0,18.0,15.0,5,7,DLD,DWD,2,5
2006-09-30,Torino,Lazio,0,4,A,3,4,6,4,1,3,D,L,L,D,M,W,W,L,L,M,2.5,2.75,2.75,18.0,6.0,5,7,WLD,LWD,4,4
2006-01-10,Cagliari,Inter,1,1,D,3,9,5,6,1,3,D,D,L,L,M,W,W,D,W,M,5.5,3.3,1.57,16.0,3.0,5,7,LLD,WWD,1,7
2006-01-10,Chievo,Palermo,0,1,A,5,11,8,9,0,0,L,L,D,L,M,L,W,W,W,M,2.75,2.75,2.5,7.0,8.0,5,7,DDD,DDD,3,3
2006-01-10,Fiorentina,Catania,3,0,H,3,6,5,7,0,1,L,W,L,L,M,D,L,D,W,M,1.4,3.6,7.5,4.0,18.0,5,7,ND,ND,1,1
2006-01-10,Messina,Livorno,0,1,A,6,3,3,4,1,1,D,W,D,W,M,D,D,W,L,M,2.05,2.87,3.5,18.0,9.0,6,7,DDD,DDD,3,3
2006-01-10,Milan,Siena,0,0,D,5,5,1,5,1,1,D,W,W,W,M,D,W,L,W,M,1.22,5.0,9.5,2.0,17.0,6,7,LWW,WLL,6,3
2006-01-10,Roma,Empoli,1,0,H,9,5,2,2,3,3,W,L,W,W,M,W,D,D,W,M,1.36,3.75,8.0,5.0,11.0,6,7,WLW,LWL,6,3
2006-01-10,Sampdoria,Parma,3,2,H,6,1,7,8,1,0,D,D,D,L,M,L,L,L,D,M,1.72,3.1,4.5,14.0,10.0,6,7,DDL,DDW,2,5
2006-01-10,Udinese,Ascoli,0,0,D,6,3,4,6,3,1,W,D,W,L,M,D,L,D,L,M,1.57,3.3,5.5,13.0,12.0,6,7,DD,DD,2,2
2006-10-14,Sampdoria,Milan,1,1,D,9,5,9,1,3,1,W,D,D,D,L,D,D,W,W,W,4.2,3.0,1.8,14.0,2.0,6,7,LWD,WLD,4,4
2006-10-14,Siena,Messina,3,1,H,5,6,5,4,1,0,D,D,W,L,W,L,D,W,D,W,1.95,2.87,3.8,17.0,18.0,6,7,DWD,DLD,5,2
2006-10-15,Ascoli,Livorno,0,2,A,3,4,6,4,1,3,D,D,L,D,L,W,D,D,W,L,2.37,2.8,2.9,12.0,9.0,6,7,LD,WD,1,4
2006-10-15,Empoli,Fiorentina,1,2,A,5,6,3,5,0,3,L,W,D,D,W,W,L,W,L,L,3.0,2.8,2.3,11.0,4.0,6,7,DL,DW,1,4
2006-10-15,Inter,Catania,2,1,H,10,6,7,10,1,0,D,W,W,D,W,L,D,L,D,W,1.16,5.5,12.0,3.0,18.0,7,7,ND,ND,1,1
2006-10-15,Lazio,Cagliari,0,0,D,8,4,4,6,3,1,W,W,W,L,L,D,D,D,L,L,1.53,3.3,6.0,6.0,16.0,7,7,DDD,DDD,3,3
2006-10-15,Palermo,Atalanta,2,3,A,12,4,9,3,3,1,W,L,W,W,W,D,L,D,D,W,1.57,3.3,5.5,8.0,18.0,7,7,WL,LW,3,3
2006-10-15,Parma,Udinese,0,3,A,3,6,11,4,0,1,L,L,L,L,D,D,W,D,W,L,2.8,2.87,2.4,10.0,13.0,7,7,WLL,LWW,3,6
2006-10-15,Reggina,Roma,1,0,H,7,10,9,2,1,3,D,D,L,W,L,W,W,L,W,W,4.5,3.1,1.72,15.0,5.0,7,7,WLL,LWW,3,6
2006-10-15,Torino,Chievo,1,0,H,3,5,10,9,0,0,L,D,L,L,D,L,L,L,D,L,2.2,2.8,3.2,18.0,7.0,7,7,DWL,DLW,4,4
2006-10-21,Cagliari,Torino,0,0,D,4,4,6,10,1,3,D,D,D,D,L,W,L,D,L,L,2.1,2.87,3.3,16.0,18.0,7,7,ND,ND,1,1
2006-10-21,Messina,Empoli,2,2,D,7,6,7,5,0,0,L,L,D,W,D,L,L,W,D,D,2.15,2.87,3.2,18.0,11.0,7,7,WL,LW,3,3
2006-10-22,Atalanta,Sampdoria,3,2,H,7,10,5,10,3,1,W,D,L,D,D,D,W,D,D,D,2.2,2.87,3.1,18.0,14.0,7,7,DW,DL,4,1
2006-10-22,Catania,Lazio,3,1,H,7,8,12,4,0,1,L,L,D,L,D,D,W,W,W,L,3.1,2.87,2.2,18.0,6.0,8,7,ND,ND,1,1
2006-10-22,Fiorentina,Reggina,3,0,H,8,8,6,9,3,3,W,W,L,W,L,W,D,D,L,W,1.4,3.6,7.5,4.0,15.0,8,7,WDW,LDL,7,1
2006-10-22,Livorno,Siena,0,0,D,6,8,4,6,3,3,W,W,D,D,W,W,D,D,W,L,1.95,2.87,3.8,9.0,17.0,8,7,LDD,WDD,2,5
2006-10-22,Milan,Palermo,0,2,A,6,14,2,12,1,0,D,D,D,W,W,L,W,L,W,W,1.5,3.3,6.5,2.0,8.0,8,7,DWW,DLL,7,1
