Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,WHH,WHD,WHA,HomeTeamLP,AwayTeamLP,MW,Sezon,H2H_Home,H2H_Away,H2H_Home_pts,H2H_Away_pts
2000-09-30,Bari,Verona,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.83,3.0,4.0,14.0,9.0,1,1,,,0,0
2000-09-30,Napoli,Juventus,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,3.75,2.8,2.0,18.0,2.0,1,1,ND,ND,1,1
2000-01-10,Atalanta,Lazio,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,4.0,3.1,1.8,18.0,1.0,1,1,ND,ND,1,1
2000-01-10,Milan,Vicenza,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.25,4.33,11.0,3.0,16.0,1,1,ND,ND,1,1
2000-01-10,Parma,Fiorentina,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.72,3.1,4.5,5.0,7.0,1,1,ND,ND,1,1
2000-01-10,Perugia,Lecce,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.9,2.87,4.0,10.0,13.0,1,1,ND,ND,1,1
2000-01-10,Reggina,Inter,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,4.0,2.87,1.9,12.0,4.0,1,1,ND,ND,1,1
2000-01-10,Roma,Bologna,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.36,3.75,8.0,6.0,11.0,1,1,ND,ND,1,1
2000-01-10,Udinese,Brescia,4,2,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.53,3.4,5.5,8.0,18.0,1,1,ND,ND,1,1
2000-10-14,Inter,Napoli,3,1,H,1,1,2,2,0,0,L,M,M,M,M,L,M,M,M,M,1.33,4.0,8.0,4.0,18.0,2,1,ND,ND,1,1
2000-10-14,Lazio,Perugia,3,0,H,2,1,2,1,1,1,D,M,M,M,M,D,M,M,M,M,1.2,5.0,11.0,1.0,10.0,2,1,ND,ND,1,1
2000-10-15,Bologna,Milan,2,1,H,0,2,2,0,0,3,L,M,M,M,M,W,M,M,M,M,3.2,2.8,2.2,11.0,3.0,2,1,ND,ND,1,1
2000-10-15,Brescia,Parma,0,0,D,2,2,4,2,0,1,L,M,M,M,M,D,M,M,M,M,3.25,2.75,2.2,18.0,5.0,2,1,ND,ND,1,1
2000-10-15,Fiorentina,Reggina,2,1,H,2,2,2,1,1,3,D,M,M,M,M,W,M,M,M,M,1.36,3.75,8.0,7.0,12.0,2,1,ND,ND,1,1
2000-10-15,Juventus,Bari,2,0,H,2,1,1,1,3,1,W,M,M,M,M,D,M,M,M,M,1.25,4.5,10.0,2.0,14.0,2,1,ND,ND,1,1
2000-10-15,Lecce,Roma,0,4,A,1,2,1,0,1,3,D,M,M,M,M,W,M,M,M,M,3.3,2.87,2.1,13.0,6.0,2,1,ND,ND,1,1
2000-10-15,Verona,Udinese,1,1,D,1,4,1,2,1,3,D,M,M,M,M,W,M,M,M,M,2.4,2.8,2.87,9.0,8.0,2,1,ND,ND,1,1
2000-10-15,Vicenza,Atalanta,1,2,A,0,2,2,2,0,1,L,M,M,M,M,D,M,M,M,M,2.1,2.8,3.4,16.0,18.0,2,1,ND,ND,1,1
2000-10-21,Milan,Juventus,2,2,D,3,4,2,1,3,6,L,W,M,M,M,W,W,M,M,M,2.2,2.87,3.1,3.0,2.0,3,1,ND,ND,1,1
2000-10-21,Udinese,Inter,3,0,H,5,4,3,3,4,3,D,W,M,M,M,W,L,M,M,M,2.8,2.75,2.5,8.0,4.0,3,1,ND,ND,1,1
2000-10-22,Bari,Atalanta,0,2,A,1,4,3,3,1,4,L,D,M,M,M,W,D,M,M,M,2.1,2.8,3.4,14.0,18.0,3,1,ND,ND,1,1
2000-10-22,Brescia,Fiorentina,1,1,D,2,4,4,3,1,4,D,L,M,M,M,W,D,M,M,M,2.75,2.9,2.4,18.0,7.0,3,1,ND,ND,1,1
2000-10-22,Napoli,Bologna,1,5,A,2,2,5,3,0,3,L,L,M,M,M,W,L,M,M,M,2.25,3.0,2.87,18.0,11.0,3,1,ND,ND,1,1
2000-10-22,Perugia,Parma,3,1,H,1,2,4,2,1,2,L,D,M,M,M,D,D,M,M,M,3.75,2.8,2.0,10.0,5.0,3,1,ND,ND,1,1
2000-10-22,Reggina,Lecce,0,1,A,3,1,3,5,3,1,L,W,M,M,M,L,D,M,M,M,1.9,2.87,4.0,12.0,13.0,3,1,ND,ND,1,1
2000-10-22,Roma,Vicenza,3,1,H,6,1,0,4,6,0,W,W,M,M,M,L,L,M,M,M,1.2,5.0,11.0,6.0,16.0,3,1,ND,ND,1,1
2000-10-22,Verona,Lazio,2,0,H,2,5,2,2,2,4,D,D,M,M,M,W,D,M,M,M,4.0,2.87,1.9,9.0,1.0,3,1,ND,ND,1,1
2000-01-11,Atalanta,Verona,3,0,H,6,4,3,2,7,5,W,W,D,M,M,W,D,D,M,M,1.83,2.87,4.33,18.0,9.0,4,1,ND,ND,1,1
2000-01-11,Bologna,Reggina,2,0,H,7,3,4,4,6,3,W,W,L,M,M,L,L,W,M,M,1.44,3.5,7.0,11.0,12.0,4,1,ND,ND,1,1
2000-01-11,Fiorentina,Bari,2,2,D,5,1,4,5,5,1,D,W,D,M,M,L,L,D,M,M,1.44,3.5,7.0,7.0,14.0,4,1,ND,ND,1,1
2000-01-11,Inter,Roma,2,0,H,4,9,6,1,3,9,L,W,L,M,M,W,W,W,M,M,2.6,2.9,2.5,4.0,6.0,4,1,ND,ND,1,1
2000-01-11,Juventus,Udinese,1,2,A,6,8,3,3,7,7,D,W,W,M,M,W,D,W,M,M,1.44,3.3,7.5,2.0,8.0,4,1,ND,ND,1,1
2000-01-11,Lazio,Brescia,2,1,H,5,3,4,5,4,2,L,W,D,M,M,D,D,L,M,M,1.22,5.0,9.5,1.0,18.0,4,1,ND,ND,1,1
2000-01-11,Lecce,Napoli,1,1,D,2,3,5,10,4,0,W,L,D,M,M,L,L,L,M,M,1.7,3.0,5.0,13.0,18.0,4,1,ND,ND,1,1
2000-01-11,Parma,Milan,2,0,H,3,5,5,4,2,4,L,D,D,M,M,D,L,W,M,M,2.5,2.8,2.75,5.0,3.0,4,1,ND,ND,1,1
2000-01-11,Vicenza,Perugia,1,0,H,2,4,7,5,0,4,L,L,L,M,M,W,L,D,M,M,1.75,3.1,4.3,16.0,10.0,4,1,ND,ND,1,1
2000-04-11,Fiorentina,Perugia,3,4,A,7,4,6,6,6,4,D,D,W,D,M,L,W,L,D,M,1.4,3.6,7.5,7.0,10.0,5,1,ND,ND,1,1
2000-04-11,Lazio,Bologna,2,0,H,7,9,5,4,7,9,W,L,W,D,M,W,W,W,L,M,1.36,3.75,8.0,1.0,11.0,5,1,ND,ND,1,1
2000-05-11,Bari,Parma,0,1,A,3,5,7,5,2,5,D,L,L,D,M,W,L,D,D,M,2.75,2.9,2.4,14.0,5.0,5,1,ND,ND,1,1
2000-05-11,Brescia,Roma,2,4,A,4,9,7,3,2,9,L,D,D,L,M,L,W,W,W,M,3.75,2.8,2.0,18.0,6.0,5,1,ND,ND,1,1
2000-05-11,Milan,Atalanta,3,3,D,5,9,6,3,4,10,L,D,L,W,M,W,W,W,D,M,1.36,4.0,7.0,3.0,18.0,5,1,ND,ND,1,1
2000-05-11,Napoli,Vicenza,1,2,A,4,3,11,7,1,3,D,L,L,L,M,W,L,L,L,M,1.83,3.0,4.0,18.0,16.0,5,1,ND,ND,1,1
2000-05-11,Reggina,Juventus,0,2,A,3,7,6,5,3,7,L,L,L,W,M,L,D,W,W,M,3.4,2.8,2.1,12.0,2.0,5,1,ND,ND,1,1
2000-05-11,Udinese,Lecce,2,0,H,10,3,4,6,10,5,W,W,D,W,M,D,W,L,D,M,1.44,3.6,6.5,8.0,13.0,5,1,ND,ND,1,1
2000-05-11,Verona,Inter,2,2,D,4,6,5,6,5,6,L,W,D,D,M,W,L,W,L,M,3.1,2.87,2.2,9.0,4.0,5,1,ND,ND,1,1
2000-11-11,Atalanta,Brescia,2,0,H,12,6,6,11,11,2,D,W,W,W,D,L,L,D,D,L,1.67,2.9,5.5,18.0,18.0,6,1,ND,ND,1,1
2000-11-11,Juventus,Lazio,1,1,D,9,9,5,5,10,10,W,L,D,W,W,W,W,L,W,D,2.2,2.8,3.2,2.0,1.0,6,1,ND,ND,1,1
2000-12-11,Bari,Milan,1,3,A,3,8,8,9,2,5,L,D,L,L,D,D,L,D,L,W,3.1,2.8,2.25,14.0,3.0,6,1,ND,ND,1,1
2000-12-11,Bologna,Fiorentina,1,1,D,9,10,6,10,9,6,L,W,W,W,L,L,D,D,W,D,1.95,3.0,3.6,11.0,7.0,6,1,ND,ND,1,1
2000-12-11,Inter,Lecce,0,1,A,8,3,8,8,7,5,D,W,L,W,L,L,D,W,L,D,1.25,4.5,10.0,4.0,13.0,6,1,ND,ND,1,1
2000-12-11,Parma,Udinese,2,0,H,6,12,5,4,8,13,W,W,L,D,D,W,W,W,D,W,1.8,3.1,4.0,5.0,8.0,6,1,ND,ND,1,1
2000-12-11,Perugia,Napoli,1,1,D,8,5,9,13,7,1,W,L,W,L,D,L,D,L,L,L,1.72,3.1,4.5,10.0,18.0,6,1,ND,ND,1,1
2000-12-11,Roma,Reggina,2,1,H,13,3,5,8,12,3,W,L,W,W,W,L,L,L,L,W,1.2,5.0,11.0,6.0,12.0,6,1,ND,ND,1,1
2000-12-11,Vicenza,Verona,2,2,D,5,6,8,7,6,6,W,W,L,L,L,D,L,W,D,D,2.0,3.0,3.4,16.0,9.0,6,1,ND,ND,1,1
2000-11-18,Inter,Perugia,2,1,H,8,9,9,10,7,8,L,D,W,L,W,D,W,L,W,L,1.35,3.75,8.5,4.0,10.0,7,1,ND,ND,1,1
2000-11-18,Lazio,Milan,1,1,D,10,11,6,10,11,8,D,W,W,L,W,W,D,L,D,L,1.9,3.0,3.75,1.0,3.0,7,1,ND,ND,1,1
2000-11-19,Bologna,Parma,2,1,H,10,8,7,5,10,11,D,L,W,W,W,W,W,W,L,D,2.62,2.75,2.62,11.0,5.0,7,1,ND,ND,1,1
2000-11-19,Brescia,Juventus,0,0,D,6,10,13,6,2,11,L,L,L,D,D,D,W,L,D,W,3.6,2.87,2.0,18.0,2.0,7,1,ND,ND,1,1
2000-11-19,Fiorentina,Vicenza,3,2,H,11,7,11,10,7,7,D,L,D,D,W,D,W,W,L,L,1.53,3.25,6.0,7.0,16.0,7,1,ND,ND,1,1
2000-11-19,Lecce,Bari,2,0,H,4,4,8,11,8,2,W,L,D,W,L,L,L,D,L,L,2.0,2.87,3.6,13.0,14.0,7,1,ND,ND,1,1
2000-11-19,Napoli,Atalanta,0,0,D,6,14,14,6,2,14,D,L,D,L,L,W,D,W,W,W,2.5,2.9,2.62,18.0,18.0,7,1,ND,ND,1,1
2000-11-19,Udinese,Reggina,3,0,H,12,4,6,10,13,3,L,W,W,W,D,L,L,L,L,L,1.33,3.75,9.0,8.0,12.0,7,1,ND,ND,1,1
2000-11-19,Verona,Roma,1,4,A,8,15,9,6,7,15,D,D,L,W,D,W,W,L,W,W,3.4,2.8,2.1,9.0,6.0,7,1,ND,ND,1,1
2000-11-25,Atalanta,Lecce,1,0,H,14,6,6,8,15,11,D,W,D,W,W,W,W,L,D,W,1.73,3.1,4.5,18.0,13.0,8,1,ND,ND,1,1
2000-11-25,Milan,Napoli,1,0,H,12,6,11,14,9,3,D,W,D,L,D,D,D,L,D,L,1.33,4.0,8.0,3.0,18.0,8,1,ND,ND,1,1
2000-11-26,Bari,Udinese,2,1,H,4,15,13,6,2,16,L,L,L,D,L,W,L,W,W,W,2.62,2.87,2.5,14.0,8.0,8,1,ND,ND,1,1
2000-11-26,Juventus,Verona,2,1,H,10,9,6,13,12,7,D,D,W,L,D,L,D,D,L,W,1.33,4.0,8.0,2.0,9.0,8,1,ND,ND,1,1
2000-11-26,Parma,Lazio,2,0,H,9,11,7,7,11,12,L,W,W,W,L,D,D,W,W,L,2.5,2.75,2.75,5.0,1.0,8,1,ND,ND,1,1
2000-11-26,Perugia,Bologna,1,3,A,10,12,12,8,8,13,L,D,W,L,W,W,D,L,W,W,2.37,2.8,2.87,10.0,11.0,8,1,ND,ND,1,1
2000-11-26,Reggina,Brescia,0,3,A,4,6,13,13,3,3,L,L,L,L,L,D,L,L,L,D,2.1,2.8,3.4,12.0,18.0,8,1,ND,ND,1,1
2000-11-26,Roma,Fiorentina,1,0,H,19,14,7,13,18,10,W,W,W,L,W,W,D,L,D,D,1.5,3.25,6.5,6.0,7.0,8,1,ND,ND,1,1
2000-11-26,Vicenza,Inter,0,0,D,9,10,13,10,7,10,L,D,W,W,L,W,L,D,W,L,3.0,2.87,2.25,16.0,4.0,8,1,ND,ND,1,1
2000-02-12,Lazio,Reggina,2,0,H,11,4,9,16,12,3,L,D,D,W,W,L,L,L,L,L,1.2,5.0,11.0,1.0,12.0,9,1,ND,ND,1,1
2000-02-12,Parma,Atalanta,2,0,H,11,15,7,6,14,18,W,L,W,W,W,W,D,W,D,W,1.66,3.1,5.0,5.0,18.0,9,1,ND,ND,1,1
2000-03-12,Bologna,Vicenza,1,1,D,15,9,9,13,16,8,W,W,D,L,W,D,L,D,W,W,1.44,3.6,6.5,11.0,16.0,9,1,ND,ND,1,1
2000-03-12,Inter,Juventus,2,2,D,10,12,10,7,11,15,D,W,L,D,W,W,D,D,W,L,2.4,2.8,2.87,4.0,2.0,9,1,ND,ND,1,1
2000-03-12,Lecce,Fiorentina,1,1,D,6,14,9,14,11,10,L,W,W,L,D,L,W,D,L,D,2.5,2.75,2.75,13.0,7.0,9,1,ND,ND,1,1
2000-03-12,Napoli,Bari,1,0,H,6,6,15,14,3,5,L,D,D,L,D,W,L,L,L,D,1.83,2.87,4.33,18.0,14.0,9,1,ND,ND,1,1
2000-03-12,Perugia,Roma,0,0,D,11,20,15,7,8,21,L,L,D,W,L,W,W,W,W,L,4.5,2.9,1.8,10.0,6.0,9,1,ND,ND,1,1
2000-03-12,Udinese,Milan,0,1,A,16,13,8,11,16,12,L,W,L,W,W,W,D,W,D,L,2.62,2.75,2.62,8.0,3.0,9,1,ND,ND,1,1
2000-03-12,Verona,Brescia,2,1,H,10,9,15,13,7,6,L,L,D,D,L,W,D,L,L,L,1.9,2.75,4.2,9.0,18.0,9,1,ND,ND,1,1
2000-09-12,Brescia,Napoli,1,1,D,10,7,15,15,6,6,L,W,D,L,L,W,L,D,D,L,2.0,2.87,3.6,18.0,18.0,10,1,ND,ND,1,1
2000-09-12,Reggina,Verona,1,1,D,4,12,18,16,3,10,L,L,L,L,L,W,L,L,D,D,2.5,2.75,2.75,12.0,9.0,10,1,ND,ND,1,1
2000-10-12,Atalanta,Perugia,0,0,D,15,11,8,15,18,9,L,W,D,W,D,D,L,L,D,W,1.57,3.25,5.5,18.0,10.0,10,1,ND,ND,1,1
2000-10-12,Bari,Bologna,2,0,H,6,16,15,10,5,17,L,W,L,L,L,D,W,W,D,L,2.37,2.8,2.87,14.0,11.0,10,1,ND,ND,1,1
2000-10-12,Fiorentina,Inter,2,0,H,15,12,15,12,11,12,D,L,W,D,L,D,D,W,L,D,2.3,2.8,3.0,7.0,4.0,10,1,ND,ND,1,1
2000-10-12,Juventus,Parma,1,0,H,14,13,9,7,16,17,D,W,D,D,W,W,W,L,W,W,1.83,2.87,4.33,2.0,5.0,10,1,ND,ND,1,1
2000-10-12,Milan,Lecce,4,1,H,14,7,11,10,15,12,W,W,D,W,D,D,L,W,W,L,1.33,4.0,8.0,3.0,13.0,10,1,ND,ND,1,1
2000-10-12,Roma,Udinese,2,1,H,20,16,7,9,22,16,D,W,W,W,W,L,L,W,L,W,1.44,3.5,7.0,6.0,8.0,10,1,ND,ND,1,1
2000-10-12,Vicenza,Lazio,1,4,A,10,13,14,9,9,15,D,D,L,D,W,W,L,D,D,W,3.4,2.8,2.1,16.0,1.0,10,1,ND,ND,1,1
2000-12-16,Napoli,Reggina,6,2,H,8,5,16,19,7,4,D,W,L,D,D,D,L,L,L,L,1.66,3.1,5.0,18.0,12.0,11,1,ND,ND,1,1
2000-12-16,Perugia,Bari,4,1,H,11,8,15,15,10,8,D,D,L,L,D,W,L,W,L,L,2.0,2.87,3.6,10.0,14.0,11,1,ND,ND,1,1
2000-12-17,Bologna,Atalanta,0,1,A,16,15,12,8,17,19,L,D,W,W,D,D,L,W,D,W,1.83,3.0,4.0,11.0,18.0,11,1,ND,ND,1,1
2000-12-17,Inter,Brescia,0,0,D,12,11,14,16,12,7,L,D,D,W,L,D,L,W,D,L,1.33,4.0,8.0,4.0,18.0,11,1,ND,ND,1,1
2000-12-17,Lazio,Roma,0,1,A,17,22,10,8,18,25,W,W,L,D,D,W,D,W,W,W,2.6,2.8,2.6,1.0,6.0,11,1,ND,ND,1,1
2000-12-17,Lecce,Juventus,1,4,A,8,15,14,9,12,19,L,D,L,W,W,W,D,W,D,D,3.5,2.75,2.1,13.0,2.0,11,1,ND,ND,1,1
2000-12-17,Parma,Vicenza,0,2,A,13,11,8,18,17,9,L,W,W,L,W,L,D,D,L,D,1.25,4.5,10.0,5.0,16.0,11,1,ND,ND,1,1
2000-12-17,Udinese,Fiorentina,1,3,A,17,17,11,15,16,14,L,L,L,W,L,W,D,L,W,D,2.0,2.87,3.6,8.0,7.0,11,1,ND,ND,1,1
2000-12-17,Verona,Milan,1,1,D,13,18,17,12,11,18,D,W,L,L,D,W,W,W,D,W,3.6,2.87,2.0,9.0,3.0,11,1,ND,ND,1,1
2000-12-22,Bari,Lazio,1,2,A,9,17,19,11,8,18,L,W,L,W,L,L,W,W,L,D,4.0,3.0,1.83,14.0,1.0,12,1,ND,ND,1,1
2000-12-22,Roma,Juventus,0,0,D,23,19,8,10,28,22,W,W,D,W,W,W,W,D,W,D,2.1,3.0,3.2,6.0,2.0,12,1,ND,ND,1,1
2000-12-23,Atalanta,Inter,0,1,A,16,12,8,14,22,13,W,D,L,W,D,D,L,D,D,W,2.37,2.9,2.8,18.0,4.0,12,1,ND,ND,1,1
2000-12-23,Brescia,Lecce,2,2,D,11,9,16,18,8,12,D,D,L,W,D,L,L,D,L,W,1.9,3.0,3.75,18.0,13.0,12,1,ND,ND,1,1
2000-12-23,Fiorentina,Verona,2,0,H,20,14,16,18,17,12,W,W,D,L,W,D,D,W,L,L,1.4,3.6,7.5,7.0,9.0,12,1,ND,ND,1,1
2000-12-23,Milan,Perugia,1,2,A,19,15,13,16,19,13,D,W,W,W,D,W,D,D,L,L,1.28,4.5,8.0,3.0,10.0,12,1,ND,ND,1,1
2000-12-23,Napoli,Parma,2,2,D,14,13,18,10,10,17,W,D,W,L,D,L,L,W,W,L,2.5,2.9,2.62,18.0,5.0,12,1,ND,ND,1,1
2000-12-23,Reggina,Vicenza,1,0,H,7,13,25,18,4,12,L,D,L,L,L,W,L,D,D,L,2.55,2.9,2.55,12.0,16.0,12,1,ND,ND,1,1
2000-12-23,Udinese,Bologna,3,1,H,18,16,14,13,16,17,L,L,L,L,W,L,L,D,W,W,1.83,2.87,4.33,8.0,11.0,12,1,ND,ND,1,1
2001-06-01,Juventus,Fiorentina,3,3,D,19,22,10,16,23,20,D,W,W,D,W,W,W,W,D,L,1.57,3.25,5.5,2.0,7.0,13,1,ND,ND,1,1
2001-06-01,Vicenza,Bari,1,0,H,13,10,19,21,12,8,L,W,L,D,D,L,L,W,L,W,1.8,2.9,4.5,16.0,14.0,13,1,ND,ND,1,1
2001-07-01,Atalanta,Roma,0,2,A,16,23,9,8,22,29,L,W,D,L,W,D,W,W,D,W,3.1,2.75,2.3,18.0,6.0,13,1,ND,ND,1,1
2001-07-01,Bologna,Brescia,1,0,H,17,13,16,18,17,9,L,L,L,D,W,D,D,D,L,W,1.53,3.25,6.0,11.0,18.0,13,1,ND,ND,1,1
2001-07-01,Lazio,Napoli,1,2,A,19,16,12,20,21,11,W,L,W,W,L,D,W,D,W,L,1.3,4.33,8.0,1.0,18.0,13,1,ND,ND,1,1
2001-07-01,Lecce,Verona,4,2,H,11,14,20,20,13,12,D,L,L,D,L,L,D,D,W,L,2.0,2.8,3.75,13.0,9.0,13,1,ND,ND,1,1
2001-07-01,Milan,Inter,2,2,D,20,13,15,14,19,16,L,D,W,W,W,W,D,L,D,D,2.35,2.85,2.85,3.0,4.0,13,1,ND,ND,1,1
2001-07-01,Parma,Reggina,0,2,A,15,8,12,25,18,7,D,L,L,W,W,W,L,D,L,L,1.25,4.5,10.0,5.0,12.0,13,1,ND,ND,1,1
2001-07-01,Perugia,Udinese,3,1,H,17,21,17,15,16,19,W,W,D,D,L,W,L,L,L,L,2.25,2.8,3.1,10.0,8.0,13,1,ND,ND,1,1
2001-01-13,Brescia,Perugia,1,0,H,13,20,19,18,9,19,L,D,D,D,L,W,W,W,D,D,2.2,2.87,3.1,18.0,10.0,14,1,ND,ND,1,1
2001-01-13,Fiorentina,Milan,4,0,H,25,22,19,17,21,20,D,W,W,W,D,D,L,D,W,W,2.3,2.8,3.0,7.0,3.0,14,1,ND,ND,1,1
2001-01-14,Inter,Parma,1,1,D,15,15,16,14,17,18,D,W,D,L,D,L,D,L,L,W,1.85,2.87,4.2,4.0,5.0,14,1,ND,ND,1,1
2001-01-14,Juventus,Bologna,1,0,H,22,18,13,16,24,20,D,D,W,W,D,W,L,L,L,D,1.33,3.75,9.0,2.0,11.0,14,1,ND,ND,1,1
2001-01-14,Lecce,Vicenza,3,1,H,15,14,22,19,16,15,W,D,L,L,D,W,L,W,L,D,1.9,2.87,4.0,13.0,16.0,14,1,ND,ND,1,1
2001-01-14,Reggina,Atalanta,1,0,H,10,16,25,11,10,22,W,W,L,D,L,L,L,W,D,L,2.37,2.87,2.8,12.0,18.0,14,1,ND,ND,1,1
2001-01-14,Roma,Bari,1,1,D,25,10,8,22,32,8,W,D,W,W,D,L,L,L,W,L,1.18,5.5,10.0,6.0,14.0,14,1,ND,ND,1,1
2001-01-14,Udinese,Lazio,3,4,A,22,20,18,14,19,21,L,W,L,L,L,L,W,L,W,W,3.0,2.87,2.25,8.0,1.0,14,1,ND,ND,1,1
2001-01-14,Verona,Napoli,2,1,H,16,18,24,21,12,14,L,L,D,D,W,W,D,W,D,W,2.2,2.8,3.2,9.0,18.0,14,1,ND,ND,1,1
2001-01-20,Bologna,Verona,1,0,H,18,18,17,25,20,15,L,W,L,L,L,W,L,L,D,D,1.57,3.25,5.5,11.0,9.0,15,1,ND,ND,1,1
2001-01-20,Lazio,Inter,2,0,H,24,16,17,17,24,18,W,L,W,L,W,D,D,W,D,L,1.72,3.1,4.5,1.0,4.0,15,1,ND,ND,1,1
2001-01-21,Atalanta,Fiorentina,0,0,D,16,29,12,19,22,24,L,L,L,W,D,W,D,W,W,W,2.62,2.8,2.6,18.0,7.0,15,1,ND,ND,1,1
2001-01-21,Bari,Reggina,2,1,H,11,11,23,25,9,13,D,L,L,L,W,W,W,W,L,D,1.8,2.9,4.5,14.0,12.0,15,1,ND,ND,1,1
2001-01-21,Milan,Roma,3,2,H,22,26,21,9,20,33,L,D,L,D,W,D,W,D,W,W,2.3,2.8,3.0,3.0,6.0,15,1,ND,ND,1,1
2001-01-21,Napoli,Udinese,0,1,A,19,25,23,22,14,19,L,W,D,W,D,L,L,W,L,L,2.15,2.7,3.5,18.0,8.0,15,1,ND,ND,1,1
2001-01-21,Parma,Lecce,1,1,D,16,18,15,23,19,19,D,L,D,L,L,W,W,D,L,L,1.4,3.6,7.5,5.0,13.0,15,1,ND,ND,1,1
2001-01-21,Perugia,Juventus,0,1,A,20,23,19,13,19,27,L,W,W,W,D,W,D,D,W,W,4.0,3.1,1.8,10.0,2.0,15,1,ND,ND,1,1
2001-01-21,Vicenza,Brescia,1,1,D,15,14,22,19,15,12,L,W,L,W,L,W,L,D,D,D,1.83,2.87,4.33,16.0,18.0,15,1,ND,ND,1,1
2001-01-27,Lecce,Bologna,0,0,D,19,19,24,17,20,23,D,W,W,D,L,W,L,W,L,L,2.2,2.8,3.2,13.0,11.0,16,1,ND,ND,1,1
2001-01-27,Reggina,Perugia,0,2,A,12,20,27,20,13,19,L,W,W,W,L,L,L,W,W,W,2.2,2.8,3.2,12.0,10.0,16,1,ND,ND,1,1
2001-01-28,Brescia,Milan,1,1,D,15,25,20,23,13,23,D,W,L,D,D,W,L,D,L,D,3.5,2.75,2.1,18.0,3.0,16,1,ND,ND,1,1
2001-01-28,Fiorentina,Lazio,1,4,A,29,26,19,17,25,27,D,W,D,W,W,W,W,L,W,L,2.5,2.9,2.62,7.0,1.0,16,1,ND,ND,1,1
2001-01-28,Inter,Bari,1,0,H,16,13,19,24,18,12,L,D,D,W,D,W,D,L,L,L,1.3,3.75,12.0,4.0,14.0,16,1,ND,ND,1,1
2001-01-28,Juventus,Vicenza,4,0,H,24,16,13,23,30,16,W,W,D,D,W,D,L,W,L,W,1.25,4.33,11.0,2.0,16.0,16,1,ND,ND,1,1
2001-01-28,Roma,Napoli,3,0,H,28,19,12,24,33,14,L,D,W,D,W,L,L,W,D,W,1.28,4.5,8.0,6.0,18.0,16,1,ND,ND,1,1
2001-01-28,Udinese,Atalanta,2,4,A,26,16,22,12,22,23,W,L,L,W,L,D,L,L,L,W,1.83,2.87,4.33,8.0,18.0,16,1,ND,ND,1,1
2001-01-28,Verona,Parma,0,2,A,18,17,26,16,15,20,L,W,L,L,D,D,D,L,D,L,2.62,2.75,2.62,9.0,5.0,16,1,ND,ND,1,1
2001-03-02,Atalanta,Juventus,2,1,H,20,28,14,13,26,33,W,D,L,L,L,W,W,W,D,D,3.1,2.87,2.2,18.0,2.0,17,1,ND,ND,1,1
2001-03-02,Perugia,Verona,1,0,H,22,18,20,28,22,15,W,L,L,W,W,L,L,W,L,L,1.72,2.9,5.0,10.0,9.0,17,1,ND,ND,1,1
2001-04-02,Bari,Brescia,1,3,A,13,16,25,21,12,14,L,W,D,L,L,D,D,W,L,D,1.83,2.87,4.33,14.0,18.0,17,1,ND,ND,1,1
2001-04-02,Bologna,Inter,0,3,A,19,17,17,19,24,21,D,W,L,W,L,W,L,D,D,W,2.3,2.8,3.0,11.0,4.0,17,1,ND,ND,1,1
2001-04-02,Lazio,Lecce,3,2,H,30,19,18,24,30,21,W,W,W,L,W,D,D,W,W,D,1.28,4.5,8.0,1.0,13.0,17,1,ND,ND,1,1
2001-04-02,Milan,Reggina,1,0,H,26,12,24,29,24,13,D,W,L,D,L,L,L,W,W,W,1.28,4.5,8.0,3.0,12.0,17,1,ND,ND,1,1
2001-04-02,Napoli,Fiorentina,1,0,H,19,30,27,23,14,25,L,L,L,W,D,L,D,W,D,W,2.9,3.0,2.25,18.0,7.0,17,1,ND,ND,1,1
2001-04-02,Parma,Roma,1,2,A,19,31,16,12,23,36,W,D,D,L,D,W,L,D,W,D,2.5,2.8,2.7,5.0,6.0,17,1,ND,ND,1,1
2001-04-02,Vicenza,Udinese,1,2,A,16,28,27,26,16,22,L,D,L,W,L,L,W,L,L,W,2.25,2.87,3.0,16.0,8.0,17,1,ND,ND,1,1
2001-10-02,Inter,Reggina,1,1,D,20,12,19,30,24,13,W,W,L,D,D,L,L,L,W,W,1.3,4.0,9.5,4.0,12.0,18,1,L,W,0,3
2001-10-02,Lazio,Atalanta,0,0,D,33,22,20,15,33,29,W,W,W,W,L,W,W,D,L,L,1.44,3.5,7.0,1.0,18.0,18,1,D,D,1,1
