Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,WHH,WHD,WHA,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,HomeTeamLP,AwayTeamLP,MW,Sezon,H2H_Home,H2H_Away,H2H_Home_pts,H2H_Away_pts
2000-09-09,Barcelona,Malaga,2,1,H,1.28,4.5,8.0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,4.0,8.0,1,1,,,0,0
2000-09-09,La Coruna,Ath Bilbao,2,0,H,1.57,3.5,5.0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.0,12.0,1,1,ND,ND,1,1
2000-09-09,Real Madrid,Valencia,2,1,H,1.66,3.3,4.5,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.0,5.0,1,1,ND,ND,1,1
2000-09-09,Sociedad,Santander,2,2,D,1.8,3.25,3.75,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,13.0,19.0,1,1,ND,ND,1,1
2000-09-09,Zaragoza,Espanol,1,2,A,1.72,3.2,4.33,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,17.0,9.0,1,1,ND,ND,1,1
2000-10-09,Las Palmas,Alaves,0,3,A,2.3,3.1,2.75,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,11.0,10.0,1,1,ND,ND,1,1
2000-10-09,Mallorca,Valladolid,1,1,D,1.72,3.2,4.33,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,3.0,16.0,1,1,ND,ND,1,1
2000-10-09,Numancia,Oviedo,1,0,H,1.9,3.1,3.6,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,20.0,18.0,1,1,ND,ND,1,1
2000-10-09,Osasuna,Celta,0,2,A,,,,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,15.0,6.0,1,1,ND,ND,1,1
2000-10-09,Villarreal,Vallecano,1,5,A,2.25,3.1,2.8,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,7.0,14.0,1,1,ND,ND,1,1
2000-09-16,Ath Bilbao,Barcelona,3,1,H,3.4,3.25,1.9,0,2,2,1,0,3,L,W,M,M,M,M,M,M,M,M,12.0,4.0,2,1,ND,ND,1,1
2000-09-16,Malaga,Real Madrid,3,3,D,3.2,3.2,2.0,1,2,2,1,0,3,L,W,M,M,M,M,M,M,M,M,8.0,1.0,2,1,ND,ND,1,1
2000-09-16,Santander,La Coruna,0,3,A,2.62,3.1,2.37,2,2,2,0,1,3,D,W,M,M,M,M,M,M,M,M,19.0,2.0,2,1,ND,ND,1,1
2000-09-16,Valencia,Mallorca,4,0,H,1.57,3.5,5.0,1,1,2,1,0,1,L,D,M,M,M,M,M,M,M,M,5.0,3.0,2,1,ND,ND,1,1
2000-09-16,Valladolid,Numancia,2,0,H,1.72,3.4,4.0,1,1,1,0,1,3,D,W,M,M,M,M,M,M,M,M,16.0,20.0,2,1,ND,ND,1,1
2000-09-17,Alaves,Villarreal,0,1,A,1.5,3.6,5.5,3,1,0,5,3,0,W,L,M,M,M,M,M,M,M,M,10.0,7.0,2,1,ND,ND,1,1
2000-09-17,Celta,Sociedad,4,1,H,1.57,3.5,5.0,2,2,0,2,3,1,W,D,M,M,M,M,M,M,M,M,6.0,13.0,2,1,ND,ND,1,1
2000-09-17,Espanol,Osasuna,1,2,A,,,,2,0,1,2,3,0,W,L,M,M,M,M,M,M,M,M,9.0,15.0,2,1,ND,ND,1,1
2000-09-17,Oviedo,Las Palmas,2,2,D,1.72,3.4,4.0,0,0,1,3,0,0,L,L,M,M,M,M,M,M,M,M,18.0,11.0,2,1,ND,ND,1,1
2000-09-17,Vallecano,Zaragoza,0,0,D,2.2,3.2,2.8,5,1,1,2,3,0,W,L,M,M,M,M,M,M,M,M,14.0,17.0,2,1,ND,ND,1,1
2000-09-23,Barcelona,Santander,3,1,H,1.28,4.5,8.0,3,2,4,5,3,1,L,L,W,D,M,M,M,M,M,M,4.0,19.0,3,1,ND,ND,1,1
2000-09-23,Las Palmas,Valladolid,1,1,D,2.3,3.25,2.62,2,3,5,1,1,4,D,W,L,D,M,M,M,M,M,M,11.0,16.0,3,1,ND,ND,1,1
2000-09-23,Real Madrid,Ath Bilbao,4,1,H,1.44,3.5,7.0,5,3,4,3,4,3,D,W,W,L,M,M,M,M,M,M,1.0,12.0,3,1,ND,ND,1,1
2000-09-23,Sociedad,La Coruna,1,1,D,2.87,3.1,2.2,3,5,6,0,1,6,L,W,D,W,M,M,M,M,M,M,13.0,2.0,3,1,ND,ND,1,1
2000-09-23,Zaragoza,Alaves,2,2,D,1.72,3.4,4.0,1,3,2,1,1,3,D,L,L,W,M,M,M,M,M,M,17.0,10.0,3,1,ND,ND,1,1
2000-09-24,Celta,Espanol,1,0,H,1.57,3.5,5.0,6,3,1,3,6,3,W,L,W,W,M,M,M,M,M,M,6.0,9.0,3,1,ND,ND,1,1
2000-09-24,Mallorca,Malaga,0,1,A,1.8,3.3,3.75,1,4,5,5,1,1,L,D,D,L,M,M,M,M,M,M,3.0,8.0,3,1,ND,ND,1,1
2000-09-24,Numancia,Valencia,0,3,A,3.1,3.1,2.1,1,5,2,2,3,3,L,W,W,L,M,M,M,M,M,M,20.0,5.0,3,1,ND,ND,1,1
2000-09-24,Osasuna,Vallecano,2,2,D,,,,2,5,3,1,3,4,W,D,L,W,M,M,M,M,M,M,15.0,14.0,3,1,ND,ND,1,1
2000-09-24,Villarreal,Oviedo,1,0,H,1.9,3.25,3.4,2,2,5,3,3,1,W,D,L,L,M,M,M,M,M,M,7.0,18.0,3,1,ND,ND,1,1
2000-09-30,Santander,Real Madrid,0,0,D,4.2,3.3,1.72,3,9,8,5,1,7,L,W,L,D,D,W,M,M,M,M,19.0,1.0,4,1,ND,ND,1,1
2000-01-10,Alaves,Osasuna,2,0,H,,,,5,4,3,5,4,4,D,D,L,W,W,L,M,M,M,M,10.0,15.0,4,1,ND,ND,1,1
2000-01-10,Ath Bilbao,Mallorca,2,1,H,1.61,3.5,4.5,4,1,7,6,3,1,L,L,W,L,L,D,M,M,M,M,12.0,3.0,4,1,ND,ND,1,1
2000-01-10,La Coruna,Barcelona,2,0,H,2.37,3.1,2.62,6,6,1,5,7,6,D,W,W,L,W,W,M,M,M,M,2.0,4.0,4,1,ND,ND,1,1
2000-01-10,Malaga,Numancia,1,3,A,1.66,3.4,4.33,5,1,5,5,4,3,W,L,D,L,L,W,M,M,M,M,8.0,20.0,4,1,ND,ND,1,1
2000-01-10,Oviedo,Zaragoza,2,1,H,2.37,3.1,2.62,2,3,4,4,1,2,L,D,D,D,L,L,M,M,M,M,18.0,17.0,4,1,ND,ND,1,1
2000-01-10,Vallecano,Celta,3,0,H,2.4,3.25,2.5,7,7,3,1,5,9,D,W,D,W,W,W,M,M,M,M,14.0,6.0,4,1,ND,ND,1,1
2000-01-10,Valencia,Las Palmas,5,1,H,1.28,4.5,8.0,8,3,2,6,6,2,W,D,W,D,L,L,M,M,M,M,5.0,11.0,4,1,ND,ND,1,1
2000-01-10,Valladolid,Villarreal,0,0,D,1.72,3.4,4.0,4,3,2,5,5,6,D,W,W,W,D,L,M,M,M,M,16.0,7.0,4,1,ND,ND,1,1
2000-10-14,Espanol,Vallecano,0,0,D,2.1,3.2,3.0,3,7,4,3,3,5,L,D,L,D,W,W,M,M,M,M,9.0,14.0,4,1,ND,ND,1,1
2000-10-14,Las Palmas,Malaga,2,1,H,2.37,3.1,2.62,4,6,11,8,0,0,L,L,D,W,D,D,L,L,M,M,11.0,8.0,5,1,ND,ND,1,1
2000-10-14,Real Madrid,La Coruna,3,0,H,1.8,3.3,3.75,9,8,5,1,1,3,D,W,W,D,D,W,W,W,M,M,1.0,2.0,5,1,ND,ND,1,1
2000-10-14,Sociedad,Barcelona,0,6,A,3.0,3.2,2.1,4,6,13,7,0,0,L,L,D,W,L,L,D,W,M,M,13.0,4.0,5,1,ND,ND,1,1
2000-10-14,Villarreal,Valencia,1,1,D,3.2,3.2,2.0,3,13,5,3,1,3,D,W,W,W,W,W,L,L,M,M,7.0,5.0,5,1,ND,ND,1,1
2000-10-15,Celta,Alaves,1,1,D,1.61,3.5,4.5,7,7,4,3,0,3,L,W,W,D,W,L,W,W,M,M,6.0,10.0,5,1,ND,ND,1,1
2000-10-15,Mallorca,Santander,2,1,H,1.8,3.3,3.75,2,3,8,8,0,1,L,D,L,L,L,L,D,D,M,M,3.0,19.0,5,1,ND,ND,1,1
2000-10-15,Numancia,Ath Bilbao,0,0,D,2.3,3.1,2.75,4,6,6,8,3,3,W,W,L,L,L,W,W,L,M,M,20.0,12.0,5,1,ND,ND,1,1
2000-10-15,Osasuna,Oviedo,0,0,D,,,,4,4,7,5,0,3,L,W,D,L,W,D,L,L,M,M,15.0,18.0,5,1,ND,ND,1,1
2000-10-15,Zaragoza,Valladolid,0,0,D,1.72,3.4,4.0,4,4,6,2,0,1,L,D,D,D,D,W,L,D,M,M,17.0,16.0,5,1,ND,ND,1,1
2000-10-18,Espanol,Sociedad,1,2,A,1.8,3.3,3.75,3,4,4,13,1,0,D,L,L,D,L,L,W,D,M,M,9.0,13.0,5,1,ND,ND,1,1
2000-10-21,Barcelona,Real Madrid,2,0,H,2.1,3.0,3.2,12,12,7,5,3,3,W,W,L,D,W,W,L,D,W,W,4.0,1.0,6,1,ND,ND,1,1
2000-10-21,La Coruna,Mallorca,1,1,D,1.3,4.0,9.5,8,4,4,9,0,3,L,W,W,L,D,L,W,L,W,D,2.0,3.0,6,1,ND,ND,1,1
2000-10-21,Valencia,Zaragoza,1,0,H,1.4,3.5,8.0,14,4,4,6,1,1,D,D,W,L,W,D,W,D,L,L,5.0,17.0,6,1,ND,ND,1,1
2000-10-22,Alaves,Espanol,1,0,H,1.72,3.2,4.33,8,4,4,6,1,0,D,L,W,D,D,L,L,L,W,W,10.0,9.0,6,1,ND,ND,1,1
2000-10-22,Ath Bilbao,Las Palmas,0,3,A,1.5,3.4,6.0,6,6,8,12,1,3,D,W,W,L,L,D,W,D,L,L,12.0,11.0,6,1,ND,ND,1,1
2000-10-22,Malaga,Villarreal,2,1,H,2.0,3.2,3.2,7,4,10,6,0,1,L,D,L,D,W,W,D,W,L,L,8.0,7.0,6,1,ND,ND,1,1
2000-10-22,Oviedo,Celta,3,1,H,2.62,3.1,2.37,4,8,5,5,1,1,D,D,W,L,L,W,D,W,L,W,18.0,6.0,6,1,ND,ND,1,1
2000-10-22,Vallecano,Sociedad,4,1,H,1.66,3.3,4.5,10,6,3,14,1,3,D,W,W,L,D,D,D,L,W,D,14.0,13.0,6,1,ND,ND,1,1
2000-10-22,Santander,Numancia,4,2,H,1.83,3.2,3.75,4,4,10,6,0,1,L,D,D,W,L,L,L,L,D,W,19.0,20.0,6,1,ND,ND,1,1
2000-10-22,Valladolid,Osasuna,1,1,D,,,,4,4,2,7,1,1,D,D,D,L,D,D,W,W,D,L,16.0,15.0,6,1,ND,ND,1,1
2000-10-28,Las Palmas,Santander,2,1,H,1.83,3.2,3.75,9,8,12,12,3,3,W,W,W,L,L,D,D,L,D,L,11.0,19.0,7,1,ND,ND,1,1
2000-10-28,Mallorca,Barcelona,2,0,H,3.5,3.2,1.9,5,14,10,7,1,3,D,W,W,W,L,L,L,W,L,L,3.0,4.0,7,1,ND,ND,1,1
2000-10-28,Numancia,La Coruna,1,2,A,3.0,3.0,2.2,6,9,10,5,0,1,L,D,D,L,W,W,L,D,L,W,20.0,2.0,7,1,ND,ND,1,1
2000-10-28,Villarreal,Ath Bilbao,0,0,D,2.1,3.0,3.2,5,6,8,11,0,0,L,L,D,D,D,W,W,L,W,W,7.0,12.0,7,1,ND,ND,1,1
2000-10-28,Zaragoza,Malaga,1,1,D,1.9,3.2,3.5,4,9,7,11,0,3,L,W,D,L,L,L,D,W,D,D,17.0,8.0,7,1,ND,ND,1,1
2000-10-29,Celta,Valladolid,2,1,H,1.61,3.25,5.0,9,5,8,3,0,1,L,D,D,D,L,D,W,D,W,W,6.0,16.0,7,1,ND,ND,1,1
2000-10-29,Espanol,Oviedo,2,0,H,1.8,3.25,3.75,4,7,7,6,0,3,L,W,L,D,D,W,L,L,L,D,9.0,18.0,7,1,ND,ND,1,1
2000-10-29,Osasuna,Valencia,1,2,A,,,,5,15,8,4,1,3,D,W,D,D,L,W,D,W,W,W,15.0,5.0,7,1,ND,ND,1,1
2000-10-29,Sociedad,Real Madrid,1,4,A,3.75,3.2,1.83,7,12,18,7,0,0,L,L,W,W,L,D,D,W,L,D,13.0,1.0,7,1,ND,ND,1,1
2000-10-29,Vallecano,Alaves,0,1,A,1.83,3.2,3.75,14,9,4,4,3,3,W,W,D,D,W,W,D,D,D,L,14.0,10.0,7,1,ND,ND,1,1
2000-10-31,La Coruna,Las Palmas,4,0,H,1.33,4.0,8.0,11,11,6,13,3,3,W,W,D,W,L,W,W,L,D,D,2.0,11.0,8,1,ND,ND,1,1
2000-01-11,Alaves,Sociedad,0,1,A,1.53,3.25,6.0,10,8,4,22,3,0,W,L,W,L,D,W,W,L,D,D,10.0,13.0,8,1,ND,ND,1,1
2000-01-11,Ath Bilbao,Zaragoza,1,2,A,1.8,3.1,4.0,6,5,11,8,1,1,D,D,L,L,D,D,W,L,L,D,12.0,17.0,8,1,ND,ND,1,1
2000-01-11,Barcelona,Numancia,1,1,D,1.25,4.5,10.0,14,7,9,12,0,0,L,L,W,L,W,D,L,W,W,L,4.0,20.0,8,1,ND,ND,1,1
2000-01-11,Malaga,Osasuna,3,1,H,,,,10,6,12,10,1,0,D,L,W,D,L,D,L,L,W,D,8.0,15.0,8,1,ND,ND,1,1
2000-01-11,Oviedo,Vallecano,4,1,H,2.3,3.1,2.75,7,14,8,5,0,0,L,L,W,W,D,D,W,W,L,D,18.0,14.0,8,1,ND,ND,1,1
2000-01-11,Real Madrid,Mallorca,0,2,A,1.28,4.5,8.0,16,7,8,10,3,3,W,W,L,D,W,W,D,L,W,L,1.0,3.0,8,1,ND,ND,1,1
2000-01-11,Santander,Villarreal,3,1,H,2.0,3.2,3.2,9,5,14,8,0,1,L,D,W,L,L,D,D,D,L,W,19.0,7.0,8,1,ND,ND,1,1
2000-01-11,Valencia,Celta,1,0,H,1.61,3.25,5.0,17,11,5,9,3,3,W,W,W,L,D,D,W,L,W,W,5.0,6.0,8,1,ND,ND,1,1
2000-01-11,Valladolid,Espanol,1,1,D,1.9,3.1,3.6,6,6,5,7,0,3,L,W,D,L,D,L,D,D,D,L,16.0,9.0,8,1,ND,ND,1,1
2000-04-11,Celta,Malaga,1,0,H,1.53,3.4,5.5,11,13,10,13,0,3,L,W,W,D,L,W,D,L,L,L,6.0,8.0,9,1,ND,ND,1,1
2000-04-11,Espanol,Valencia,1,0,H,3.2,3.0,2.1,7,18,8,5,1,3,D,W,W,W,L,W,L,D,D,W,9.0,5.0,9,1,ND,ND,1,1
2000-04-11,Las Palmas,Barcelona,0,1,A,3.2,3.2,2.0,11,15,17,10,0,1,L,D,W,L,W,W,W,W,L,L,11.0,4.0,9,1,ND,ND,1,1
2000-04-11,Numancia,Real Madrid,3,1,H,3.75,3.2,1.83,8,16,13,10,1,0,D,L,L,W,L,L,D,W,W,D,20.0,1.0,9,1,ND,ND,1,1
2000-04-11,Villarreal,La Coruna,3,2,H,3.4,3.0,2.0,6,15,11,6,0,3,L,W,D,W,L,D,D,L,D,W,7.0,2.0,9,1,ND,ND,1,1
2000-05-11,Alaves,Oviedo,4,0,H,1.57,3.25,5.5,10,11,5,9,0,3,L,W,W,L,W,W,D,D,W,W,10.0,18.0,9,1,ND,ND,1,1
2000-05-11,Osasuna,Ath Bilbao,1,1,D,,,,7,7,13,13,0,0,L,L,L,D,D,L,D,D,L,W,15.0,12.0,9,1,ND,ND,1,1
2000-05-11,Sociedad,Mallorca,0,1,A,2.37,2.9,2.75,9,9,22,10,3,3,W,W,L,W,L,D,W,W,L,L,13.0,3.0,9,1,ND,ND,1,1
2000-05-11,Vallecano,Valladolid,2,1,H,1.72,3.1,4.5,15,7,9,6,0,1,L,D,L,L,W,D,D,D,W,D,14.0,16.0,9,1,ND,ND,1,1
2000-05-11,Zaragoza,Santander,2,0,H,1.72,3.2,4.33,7,12,9,15,3,3,W,W,D,L,L,W,D,L,L,D,17.0,19.0,9,1,ND,ND,1,1
2000-11-11,La Coruna,Zaragoza,2,0,H,1.5,3.4,6.0,17,9,9,9,0,3,L,W,W,W,W,D,D,L,L,D,2.0,17.0,10,1,ND,ND,1,1
2000-12-11,Ath Bilbao,Celta,2,1,H,2.3,3.1,2.75,8,12,14,10,1,3,D,W,L,L,D,W,L,L,D,D,12.0,6.0,10,1,ND,ND,1,1
2000-12-11,Barcelona,Villarreal,1,2,A,1.28,4.5,8.0,16,9,10,13,3,3,W,W,D,L,L,D,W,L,W,D,4.0,7.0,10,1,ND,ND,1,1
2000-12-11,Malaga,Espanol,0,0,D,1.9,3.2,3.5,13,8,14,8,0,3,L,W,W,D,D,W,W,L,L,L,8.0,9.0,10,1,ND,ND,1,1
2000-12-11,Mallorca,Numancia,2,1,H,1.61,3.25,5.0,10,11,10,14,3,3,W,W,W,D,W,L,D,L,W,D,3.0,20.0,10,1,ND,ND,1,1
2000-12-11,Oviedo,Sociedad,1,0,H,1.8,3.3,3.75,11,9,13,23,0,0,L,L,W,W,L,L,W,L,D,W,18.0,13.0,10,1,ND,ND,1,1
2000-12-11,Real Madrid,Las Palmas,5,1,H,1.28,4.5,8.0,17,11,13,18,0,0,L,L,L,L,W,W,L,W,W,W,1.0,11.0,10,1,ND,ND,1,1
2000-12-11,Santander,Osasuna,0,0,D,,,,12,8,17,14,0,1,L,D,W,L,L,L,W,D,L,D,19.0,15.0,10,1,ND,ND,1,1
2000-12-11,Valencia,Vallecano,2,2,D,1.44,3.5,7.0,18,17,6,10,0,3,L,W,W,L,W,L,W,W,D,D,5.0,14.0,10,1,ND,ND,1,1
2000-12-11,Valladolid,Alaves,2,1,H,2.37,3.1,2.62,8,14,8,5,0,3,L,W,D,L,L,W,D,W,D,D,16.0,10.0,10,1,ND,ND,1,1
2000-11-18,Alaves,Valencia,1,1,D,2.5,3.1,2.5,15,20,7,8,0,1,L,D,W,L,L,W,W,W,W,W,10.0,5.0,11,1,ND,ND,1,1
2000-11-18,Las Palmas,Mallorca,1,0,H,2.62,2.9,2.5,12,12,23,11,0,3,L,W,L,W,L,W,W,W,W,D,11.0,3.0,11,1,ND,ND,1,1
2000-11-18,Osasuna,La Coruna,1,1,D,,,,8,19,14,9,1,3,D,W,D,L,L,W,L,W,D,D,15.0,2.0,11,1,ND,ND,1,1
2000-11-18,Villarreal,Real Madrid,0,1,A,3.0,3.0,2.2,11,22,14,14,3,3,W,W,W,L,L,L,D,W,L,L,7.0,1.0,11,1,ND,ND,1,1
2000-11-19,Celta,Santander,1,1,D,1.44,3.6,6.5,13,12,12,17,0,1,L,D,W,L,L,W,W,L,L,W,6.0,19.0,11,1,ND,ND,1,1
2000-11-19,Espanol,Ath Bilbao,2,1,H,1.9,3.25,3.4,8,10,8,15,1,3,D,W,W,D,D,L,W,D,L,L,9.0,12.0,11,1,ND,ND,1,1
2000-11-19,Oviedo,Valladolid,4,1,H,1.8,3.3,3.75,12,10,13,9,3,3,W,W,L,L,W,D,L,L,W,D,18.0,16.0,11,1,ND,ND,1,1
2000-11-19,Sociedad,Numancia,4,1,H,1.9,3.25,3.4,9,12,24,16,0,0,L,L,L,W,W,D,L,L,L,L,13.0,20.0,11,1,ND,ND,1,1
2000-11-19,Vallecano,Malaga,4,2,H,1.72,3.2,4.33,19,13,12,14,1,1,D,D,W,L,L,W,L,D,W,W,14.0,8.0,11,1,ND,ND,1,1
2000-11-19,Zaragoza,Barcelona,3,1,H,3.0,3.0,2.2,9,17,11,12,0,0,L,L,W,W,W,D,D,L,L,W,17.0,4.0,11,1,ND,ND,1,1
2000-11-25,Mallorca,Villarreal,2,1,H,1.66,3.3,4.5,12,11,12,15,0,0,L,L,W,W,W,W,W,L,W,D,3.0,7.0,12,1,ND,ND,1,1
2000-11-26,Ath Bilbao,Vallecano,4,2,H,2.1,3.2,3.0,11,23,17,14,0,3,L,W,W,D,D,W,L,L,D,L,12.0,14.0,12,1,ND,ND,1,1
2000-11-26,Barcelona,Osasuna,2,0,H,,,,18,9,15,15,0,1,L,D,L,D,W,D,D,L,L,L,4.0,15.0,12,1,ND,ND,1,1
2000-11-26,La Coruna,Celta,1,0,H,1.53,3.4,5.5,20,14,10,13,1,1,D,D,W,L,L,W,W,L,W,W,2.0,6.0,12,1,ND,ND,1,1
2000-11-26,Malaga,Alaves,3,1,H,2.37,3.1,2.62,15,16,18,8,0,1,L,D,D,L,L,W,W,L,D,W,8.0,10.0,12,1,ND,ND,1,1
2000-11-26,Numancia,Las Palmas,0,1,A,1.9,3.2,3.5,13,13,20,23,0,3,L,W,L,L,W,L,D,L,L,W,20.0,11.0,12,1,ND,ND,1,1
2000-11-26,Santander,Espanol,1,2,A,2.2,3.0,3.0,13,10,18,9,1,3,D,W,D,D,L,W,W,D,L,W,19.0,9.0,12,1,ND,ND,1,1
2000-11-26,Valencia,Oviedo,2,0,H,1.36,3.75,8.0,21,16,9,14,1,3,D,W,D,W,L,L,W,W,W,L,5.0,18.0,12,1,ND,ND,1,1
2000-11-26,Valladolid,Sociedad,2,1,H,1.83,3.3,3.6,11,13,13,25,0,3,L,W,W,L,L,L,D,W,L,L,16.0,13.0,12,1,ND,ND,1,1
2000-02-12,Celta,Barcelona,3,3,D,2.5,3.1,2.5,14,18,13,15,1,0,D,L,L,L,W,W,L,D,W,L,6.0,4.0,12,1,ND,ND,1,1
2000-02-12,Espanol,La Coruna,0,2,A,2.5,3.1,2.5,12,21,10,10,3,3,W,W,W,D,D,W,W,L,D,W,9.0,2.0,13,1,ND,ND,1,1
2000-02-12,Osasuna,Real Madrid,2,3,A,,,,9,26,17,16,0,3,L,W,D,W,D,W,D,L,L,L,15.0,1.0,13,1,ND,ND,1,1
2000-02-12,Vallecano,Santander,4,1,H,1.53,3.4,5.5,25,14,18,20,0,0,L,L,W,D,D,D,W,L,L,W,14.0,19.0,13,1,ND,ND,1,1
2000-02-12,Valladolid,Valencia,0,0,D,2.75,3.1,2.3,13,23,14,9,3,3,W,W,L,D,W,D,L,L,D,W,16.0,5.0,13,1,ND,ND,1,1
2000-03-12,Alaves,Ath Bilbao,2,1,H,1.9,3.0,3.75,17,15,11,19,0,3,L,W,D,L,L,W,W,D,L,L,10.0,12.0,13,1,ND,ND,1,1
2000-03-12,Oviedo,Malaga,3,2,H,1.8,3.3,3.75,16,18,16,19,0,3,L,W,W,L,W,D,L,L,W,W,18.0,8.0,13,1,ND,ND,1,1
2000-03-12,Sociedad,Las Palmas,1,1,D,2.0,3.2,3.2,14,14,27,23,0,3,L,W,W,W,L,L,L,L,W,L,13.0,11.0,13,1,ND,ND,1,1
2000-03-12,Villarreal,Numancia,0,0,D,1.72,3.4,4.0,12,13,17,21,0,0,L,L,L,L,W,L,W,W,L,D,7.0,20.0,13,1,ND,ND,1,1
2000-03-12,Zaragoza,Mallorca,1,1,D,2.0,3.2,3.2,13,14,13,13,1,3,D,W,W,L,L,W,W,W,W,W,17.0,3.0,13,1,ND,ND,1,1
2000-09-12,Las Palmas,Villarreal,1,5,A,1.83,3.2,3.75,14,12,23,17,3,0,W,L,W,L,L,W,L,W,L,L,11.0,7.0,13,1,ND,ND,1,1
2000-09-12,Numancia,Zaragoza,1,1,D,2.2,3.0,3.0,13,14,21,14,1,1,D,D,L,D,L,W,L,L,W,W,20.0,17.0,14,1,ND,ND,1,1
2000-09-12,Valencia,Sociedad,2,0,H,1.36,3.75,8.0,23,15,9,28,1,1,D,D,W,L,D,W,D,L,L,L,5.0,13.0,14,1,ND,ND,1,1
2000-10-12,Ath Bilbao,Oviedo,4,0,H,1.66,3.3,4.5,16,19,21,18,0,3,L,W,W,L,L,W,W,W,D,L,12.0,18.0,14,1,ND,ND,1,1
2000-10-12,Barcelona,Espanol,4,2,H,1.44,3.5,7.0,23,12,18,12,1,0,D,L,W,W,L,W,L,D,W,W,4.0,9.0,14,1,ND,ND,1,1
2000-10-12,La Coruna,Vallecano,1,1,D,1.44,3.5,7.0,23,29,10,19,3,3,W,W,W,L,D,W,W,D,L,W,2.0,14.0,14,1,ND,ND,1,1
2000-10-12,Malaga,Valladolid,3,1,H,1.9,3.2,3.5,20,13,22,14,0,1,L,D,W,W,L,L,D,W,L,L,8.0,16.0,14,1,ND,ND,1,1
2000-10-12,Mallorca,Osasuna,1,1,D,,,,15,11,14,20,1,0,D,L,W,L,L,D,W,D,W,D,3.0,15.0,14,1,ND,ND,1,1
2000-10-12,Real Madrid,Celta,3,0,H,1.36,3.75,8.0,29,17,16,17,3,1,W,D,W,L,W,D,W,L,L,W,1.0,6.0,14,1,ND,ND,1,1
2000-10-12,Santander,Alaves,2,1,H,2.4,3.1,2.6,15,19,24,12,0,3,L,W,L,L,D,D,D,L,L,W,19.0,10.0,14,1,ND,ND,1,1
2000-12-16,Alaves,La Coruna,3,1,H,2.62,3.1,2.37,19,23,12,10,3,3,W,W,L,W,D,D,L,W,W,L,10.0,2.0,14,1,ND,ND,1,1
2000-12-16,Espanol,Real Madrid,1,2,A,3.0,3.2,2.1,14,31,16,17,0,3,L,W,L,W,W,W,W,W,D,W,9.0,1.0,15,1,ND,ND,1,1
2000-12-16,Sociedad,Villarreal,0,2,A,2.1,3.2,2.95,15,17,30,18,0,3,L,W,D,D,L,L,W,L,L,W,13.0,7.0,15,1,ND,ND,1,1
2000-12-16,Vallecano,Barcelona,2,2,D,2.62,3.1,2.37,30,27,20,20,1,3,D,W,W,D,L,W,W,L,D,L,14.0,4.0,15,1,ND,ND,1,1
2000-12-16,Zaragoza,Las Palmas,3,1,H,1.66,3.3,4.5,17,16,15,29,3,0,W,L,D,D,D,W,W,W,L,L,17.0,11.0,15,1,ND,ND,1,1
2000-12-17,Celta,Mallorca,2,2,D,1.9,3.25,3.4,17,16,20,15,0,1,L,D,D,D,L,W,D,L,L,W,6.0,3.0,15,1,ND,ND,1,1
2000-12-17,Osasuna,Numancia,2,0,H,,,,12,14,21,22,1,1,D,D,L,D,L,L,D,L,D,L,15.0,20.0,15,1,ND,ND,1,1
2000-12-17,Oviedo,Santander,1,0,H,1.66,3.3,4.5,19,17,22,25,0,3,L,W,W,L,L,L,W,D,W,D,18.0,19.0,15,1,ND,ND,1,1
2000-12-17,Valencia,Malaga,2,0,H,1.35,3.75,8.0,25,23,9,23,3,3,W,W,D,L,W,W,D,L,D,D,5.0,8.0,15,1,ND,ND,1,1
2000-12-17,Valladolid,Ath Bilbao,0,0,D,2.0,3.2,3.2,14,20,17,21,0,3,L,W,D,L,W,W,L,L,W,W,16.0,12.0,15,1,ND,ND,1,1
2000-12-19,Real Madrid,Vallecano,3,1,H,1.4,3.75,7.0,31,30,17,20,3,1,W,D,W,W,W,L,W,W,W,D,1.0,14.0,15,1,ND,ND,1,1
2000-12-20,Ath Bilbao,Valencia,1,1,D,2.6,3.1,2.4,20,27,21,9,1,3,D,W,W,W,L,D,W,W,L,D,12.0,5.0,16,1,ND,ND,1,1
2000-12-20,Barcelona,Alaves,3,2,H,1.4,3.75,7.0,29,23,22,15,1,3,D,W,W,L,D,W,W,L,L,D,4.0,10.0,16,1,ND,ND,1,1
2000-12-20,La Coruna,Oviedo,3,0,H,1.25,4.33,11.0,25,20,14,22,0,3,L,W,D,L,W,W,W,L,D,W,2.0,18.0,16,1,ND,ND,1,1
2000-12-20,Las Palmas,Osasuna,3,2,H,,,,17,14,32,21,0,3,L,W,L,D,D,L,W,L,W,D,11.0,15.0,16,1,ND,ND,1,1
